striker,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct
KAB Hynam-Nyberg,2,3,4,2,1,1,0,0,0,1.0,3.0,75.0,0.0
Basharat Hussain,3,3,15,13,3,0,0,0,0,1.0,3.0,20.0,0.0
M Joshi,1,3,16,13,3,0,0,0,0,0.0,3.0,18.75,0.0
K Namchaikul,5,3,14,11,3,0,0,0,0,4.0,0.75,21.43,0.0
BD Pare,1,3,5,4,1,1,0,0,0,1.0,3.0,60.0,0.0
Muhammad Tahir,1,3,10,9,1,1,0,0,0,1.0,3.0,30.0,0.0
S Carrington,1,3,11,8,3,0,0,0,0,1.0,3.0,27.27,0.0
Hadia Siddiqui,4,3,16,18,1,1,0,0,0,2.0,1.5,18.75,0.0
MJ Tugaga,1,3,2,0,1,1,0,0,0,0.0,3.0,150.0,0.0
KB Tember,2,3,9,6,3,0,0,0,0,2.0,1.5,33.33,0.0
Haroon Mughal,3,3,8,5,3,0,0,0,0,3.0,1.0,37.5,0.0
S Bhanushali,2,3,13,10,3,0,0,0,0,1.0,3.0,23.08,0.0
Hassan Nasir,1,3,3,1,1,1,0,0,0,0.0,3.0,100.0,0.0
JO Ngoche,2,3,16,13,3,0,0,0,0,1.0,3.0,18.75,0.0
Anam Amin,5,3,13,10,3,0,0,0,0,1.0,3.0,23.08,0.0
Z Motara,1,3,4,1,3,0,0,0,0,1.0,3.0,75.0,0.0
Sangay Wangmo,2,3,12,9,3,0,0,0,0,1.0,3.0,25.0,0.0
E Samson,2,3,3,1,1,1,0,0,0,1.0,3.0,100.0,0.0
Samiallah Khalil,2,3,6,4,1,1,0,0,0,2.0,1.5,50.0,0.0
M Upadhayay,3,3,9,6,3,0,0,0,0,1.0,3.0,33.33,0.0
E Sagoe,2,3,7,6,1,1,0,0,0,0.0,3.0,42.86,0.0
ES Grammenou,2,3,19,20,3,0,0,0,0,2.0,1.5,15.79,0.0
Saqlain Ali,2,3,7,6,3,0,0,0,0,2.0,1.5,42.86,0.0
Saqib Anwar,3,3,23,20,3,0,0,0,0,3.0,1.0,13.04,0.0
E Walker,4,3,19,16,3,0,0,0,0,0.0,3.0,15.79,0.0
S Barnett,1,3,10,9,1,1,0,0,0,1.0,3.0,30.0,0.0
GJP Kruger,1,3,5,3,1,1,0,0,0,1.0,3.0,60.0,0.0
S Jadhav,1,3,3,0,3,0,0,0,0,0.0,3.0,100.0,0.0
H Hajnic,3,3,42,44,3,0,0,0,0,1.0,3.0,7.14,0.0
Rumeysa Alp,2,3,16,14,3,0,0,0,0,0.0,3.0,18.75,0.0
P Munsanda,2,3,16,15,1,1,0,0,0,1.0,3.0,18.75,0.0
KL Cross,4,3,7,4,3,0,0,0,0,2.0,1.5,42.86,0.0
KK Sharma,2,3,8,6,3,0,0,0,0,1.0,3.0,37.5,0.0
KK Dobell,2,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
AD Fofana,3,3,18,16,3,0,0,0,0,2.0,1.5,16.67,0.0
S Lateh,1,3,5,3,1,1,0,0,0,0.0,3.0,60.0,0.0
AT Chuvale,1,3,8,5,3,0,0,0,0,0.0,3.0,37.5,0.0
N Ila,1,3,3,0,3,0,0,0,0,0.0,3.0,100.0,0.0
N Dolianiti,3,3,14,13,3,0,0,0,0,2.0,1.5,21.43,0.0
MM Sharma,2,3,7,6,1,1,0,0,0,0.0,3.0,42.86,0.0
MM Sarwar,1,3,3,1,1,1,0,0,0,0.0,3.0,100.0,0.0
L Mutale,2,3,5,2,3,0,0,0,0,1.0,3.0,60.0,0.0
Yash Singh,1,3,12,9,3,0,0,0,0,1.0,3.0,25.0,0.0
A Munisar,2,3,3,1,1,1,0,0,0,0.0,3.0,100.0,0.0
O Duff,2,3,2,1,0,0,1,0,0,1.0,3.0,150.0,0.0
O Bastin,2,3,11,12,1,1,0,0,0,1.0,3.0,27.27,0.0
MC Bascombe,1,3,7,7,1,1,0,0,0,1.0,3.0,42.86,0.0
J Otieno,1,3,4,1,3,0,0,0,0,0.0,3.0,75.0,0.0
Jannatul Ferdus,3,3,7,4,3,0,0,0,0,1.0,3.0,42.86,0.0
S Lourens,1,3,6,4,1,1,0,0,0,1.0,3.0,50.0,0.0
C Breteche,5,3,28,28,1,1,0,0,0,4.0,0.75,10.71,0.0
Song Yangyang,1,3,7,4,3,0,0,0,0,0.0,3.0,42.86,0.0
C Cummings,2,3,11,8,3,0,0,0,0,2.0,1.5,27.27,0.0
C Cassell,2,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
Hwanhee Lee,1,3,6,3,3,0,0,0,0,0.0,3.0,50.0,0.0
T Shabani,1,3,2,0,1,1,0,0,0,1.0,3.0,150.0,0.0
T Yangchen,2,3,9,9,1,1,0,0,0,1.0,3.0,33.33,0.0
D Dawa,2,3,7,4,3,0,0,0,0,0.0,3.0,42.86,0.0
R Abdulrasak,3,3,9,6,3,0,0,0,0,2.0,1.5,33.33,0.0
Joyleen Kaur,3,3,12,9,3,0,0,0,0,1.0,3.0,25.0,0.0
R Brar,3,3,7,5,3,0,0,0,0,1.0,3.0,42.86,0.0
RM D'Souza,3,3,9,8,3,0,0,0,0,3.0,1.0,33.33,0.0
Raunaq Kapur,1,3,5,2,3,0,0,0,0,1.0,3.0,60.0,0.0
Maria Penna,3,3,17,18,3,0,0,0,0,2.0,1.5,17.65,0.0
P Madhukar,1,3,7,4,3,0,0,0,0,0.0,3.0,42.86,0.0
KR Frost,1,3,5,4,1,1,0,0,0,1.0,3.0,60.0,0.0
Rajab Hussain,2,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
B Lewis,3,3,8,5,3,0,0,0,0,1.0,3.0,37.5,0.0
M Faheem,3,3,7,4,3,0,0,0,0,3.0,1.0,42.86,0.0
J Anderson,1,3,5,3,1,1,0,0,0,1.0,3.0,60.0,0.0
Imran Yousaf,2,3,6,3,3,0,0,0,0,0.0,3.0,50.0,0.0
D Bourne,1,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
SA van Breda,1,3,8,5,3,0,0,0,0,1.0,3.0,37.5,0.0
Shadnan Khan,1,3,4,2,1,1,0,0,0,1.0,3.0,75.0,0.0
K Frank,2,3,19,16,3,0,0,0,0,1.0,3.0,15.79,0.0
C Stephenson,3,3,15,14,1,1,0,0,0,3.0,1.0,20.0,0.0
S Nisansala,2,3,8,5,3,0,0,0,0,2.0,1.5,37.5,0.0
Wang Qi,4,3,16,14,3,0,0,0,0,2.0,1.5,18.75,0.0
LM Gwebu,7,3,46,46,3,0,0,0,0,6.0,0.5,6.52,0.0
LO Telea,1,3,7,5,1,1,0,0,0,1.0,3.0,42.86,0.0
WT Mubayiwa,1,3,4,1,3,0,0,0,0,0.0,3.0,75.0,0.0
WT Gavera,2,3,6,4,1,1,0,0,0,2.0,1.5,50.0,0.0
TJP Weo,2,3,9,9,3,0,0,0,0,1.0,3.0,33.33,0.0
TCW Veillard,1,3,5,2,3,0,0,0,0,0.0,3.0,60.0,0.0
IGTR Kumara,1,3,12,10,1,1,0,0,0,1.0,3.0,25.0,0.0
Ibrahim Karim,2,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
Y Cariah,2,3,4,1,3,0,0,0,0,0.0,3.0,75.0,0.0
CV Varun,9,3,15,12,3,0,0,0,0,3.0,1.0,20.0,0.0
Chinyenum George,1,3,5,2,3,0,0,0,0,1.0,3.0,60.0,0.0
Chen Xinyu,2,3,15,12,3,0,0,0,0,1.0,3.0,20.0,0.0
TR Sadhu,2,3,11,9,3,0,0,0,0,1.0,3.0,27.27,0.0
Ashi Chopla,3,3,10,8,3,0,0,0,0,2.0,1.5,30.0,0.0
V Tari,1,3,14,12,1,1,0,0,0,1.0,3.0,21.43,0.0
V Romani,3,3,14,12,3,0,0,0,0,2.0,1.5,21.43,0.0
P Desungnoen,1,3,4,1,3,0,0,0,0,1.0,3.0,75.0,0.0
Fawad Ahmed,1,3,5,2,3,0,0,0,0,0.0,3.0,60.0,0.0
S Verma,2,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
CL Cairns,2,3,13,11,3,0,0,0,0,2.0,1.5,23.08,0.0
FEM Van Arkel,1,3,13,10,3,0,0,0,0,1.0,3.0,23.08,0.0
Kamal Raja,2,3,15,14,3,0,0,0,0,2.0,1.5,20.0,0.0
Prashant Shukla,1,3,4,2,1,1,0,0,0,0.0,3.0,75.0,0.0
TK Lal,1,3,2,0,1,1,0,0,0,0.0,3.0,150.0,0.0
LA McBride,2,3,6,4,3,0,0,0,0,1.0,3.0,50.0,0.0
Lwin Maw,1,3,5,4,1,1,0,0,0,1.0,3.0,60.0,0.0
A Fillie,3,3,13,11,1,1,0,0,0,3.0,1.0,23.08,0.0
Zwe Htet Paing,2,3,6,3,3,0,0,0,0,1.0,3.0,50.0,0.0
AM Guruge,3,3,8,5,3,0,0,0,0,1.0,3.0,37.5,0.0
K Sinclair,2,3,9,6,3,0,0,0,0,1.0,3.0,33.33,0.0
ST de Silva,2,3,7,5,1,1,0,0,0,2.0,1.5,42.86,0.0
MA Parker,1,3,8,6,3,0,0,0,0,0.0,3.0,37.5,0.0
Aishath Meesa Rameez,3,3,14,14,1,1,0,0,0,3.0,1.0,21.43,0.0
R Olipa,1,3,4,1,3,0,0,0,0,1.0,3.0,75.0,0.0
JL Hunter,1,3,1,0,0,0,1,0,0,0.0,3.0,300.0,0.0
LK Bell,3,3,11,9,1,1,0,0,0,2.0,1.5,27.27,0.0
M Martin,1,2,6,5,0,1,0,0,0,1.0,2.0,33.33,0.0
M May,1,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
Usman Shinwari,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
JI de Villiers,3,2,5,3,2,0,0,0,0,2.0,1.0,40.0,0.0
UWMBCA Welegedara,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
Ajaz Patel,2,2,11,10,2,0,0,0,0,2.0,1.0,18.18,0.0
R Patten,3,2,9,7,2,0,0,0,0,1.0,2.0,22.22,0.0
SS Kang,2,2,9,7,2,0,0,0,0,2.0,1.0,22.22,0.0
DKD Warnakulasuriya,2,2,13,12,2,0,0,0,0,1.0,2.0,15.38,0.0
Saarah Smith,2,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
KA Jadhav,1,2,14,12,2,0,0,0,0,1.0,2.0,14.29,0.0
AK Mandal,1,2,9,7,2,0,0,0,0,1.0,2.0,22.22,0.0
Najeeb Amar,1,2,9,8,0,1,0,0,0,1.0,2.0,22.22,0.0
L Zulu,1,2,5,3,2,0,0,0,0,1.0,2.0,40.0,0.0
Nabaa Naseem,3,2,26,26,2,0,0,0,0,3.0,0.67,7.69,0.0
Akash Babu,3,2,6,5,0,1,0,0,0,3.0,0.67,33.33,0.0
M Marchello,3,2,11,11,2,0,0,0,0,1.0,2.0,18.18,0.0
M Marin,3,2,31,49,2,0,0,0,0,2.0,1.0,6.45,0.0
Zaheer Maqsood,1,2,5,3,2,0,0,0,0,1.0,2.0,40.0,0.0
DP Hernandez,2,2,12,15,2,0,0,0,0,1.0,2.0,16.67,0.0
Ashwini Balaji,2,2,7,6,0,1,0,0,0,2.0,1.0,28.57,0.0
Aslam Bera,4,2,9,7,2,0,0,0,0,4.0,0.5,22.22,0.0
Jiyeon Park (2),3,2,8,7,2,0,0,0,0,1.0,2.0,25.0,0.0
K Dangol,3,2,7,7,2,0,0,0,0,1.0,2.0,28.57,0.0
Abu Jayed,1,2,3,2,0,1,0,0,0,1.0,2.0,66.67,0.0
Khazaima,3,2,8,9,2,0,0,0,0,3.0,0.67,25.0,0.0
OS Oyronke,2,2,12,11,2,0,0,0,0,2.0,1.0,16.67,0.0
Waseeq Ahmed,2,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
A Stoilova,4,2,25,27,2,0,0,0,0,4.0,0.5,8.0,0.0
S Talamarla,2,2,8,6,2,0,0,0,0,2.0,1.0,25.0,0.0
Mongdara Sok,5,2,9,7,2,0,0,0,0,2.0,1.0,22.22,0.0
M Smook,1,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
Shamma Ali,6,2,28,26,2,0,0,0,0,4.0,0.5,7.14,0.0
AAH Bhikari,2,2,11,9,2,0,0,0,0,2.0,1.0,18.18,0.0
Faizal Salehji,1,2,2,1,0,1,0,0,0,1.0,2.0,100.0,0.0
S Stanikzay,3,2,5,3,2,0,0,0,0,3.0,0.67,40.0,0.0
G Campbell,1,2,8,7,2,0,0,0,0,1.0,2.0,25.0,0.0
S Saenya,1,2,6,4,2,0,0,0,0,0.0,2.0,33.33,0.0
CJ Green,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
MJ Mason,1,2,2,0,2,0,0,0,0,1.0,2.0,100.0,0.0
P Buccimazza,2,2,13,12,2,0,0,0,0,2.0,1.0,15.38,0.0
Azin Rafeeg,1,2,5,4,2,0,0,0,0,0.0,2.0,40.0,0.0
TO Thilappan,3,2,9,8,2,0,0,0,0,3.0,0.67,22.22,0.0
Ignacio Lisboa,1,2,6,5,0,1,0,0,0,1.0,2.0,33.33,0.0
S Vig,1,2,8,7,0,1,0,0,0,1.0,2.0,25.0,0.0
S Vijayakumar,2,2,5,3,2,0,0,0,0,2.0,1.0,40.0,0.0
Choudhry Md Imran,2,2,3,2,0,1,0,0,0,2.0,1.0,66.67,0.0
CV Harrison,1,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
N Mutasa,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
O Kirsten,1,2,1,0,0,1,0,0,0,0.0,2.0,200.0,0.0
Khurram Shahzad,2,2,12,10,2,0,0,0,0,2.0,1.0,16.67,0.0
Attia Diwan Ali,2,2,11,12,2,0,0,0,0,1.0,2.0,18.18,0.0
Rabiya Shah,2,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
B Angeltti,2,2,5,8,0,1,0,0,0,2.0,1.0,40.0,0.0
Aviel Warsulkar,2,2,3,2,0,1,0,0,0,0.0,2.0,66.67,0.0
TG Thamae,4,2,13,11,2,0,0,0,0,4.0,0.5,15.38,0.0
Musfirah Nur Ainaa,3,2,6,4,2,0,0,0,0,1.0,2.0,33.33,0.0
Aakash Chand,2,2,6,4,2,0,0,0,0,0.0,2.0,33.33,0.0
N Jovicevic,1,2,12,11,2,0,0,0,0,1.0,2.0,16.67,0.0
G Johnson,1,2,10,11,0,1,0,0,0,0.0,2.0,20.0,0.0
Waheeda Akhtar,2,2,11,10,2,0,0,0,0,2.0,1.0,18.18,0.0
LL Tsotsobe,3,2,10,8,2,0,0,0,0,1.0,2.0,20.0,0.0
LM Aramas,2,2,8,7,2,0,0,0,0,2.0,1.0,25.0,0.0
LM Christensen,1,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
Waqar Ali,1,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
AD Diwan Ali,2,2,8,9,2,0,0,0,0,0.0,2.0,25.0,0.0
S Nsubuga,3,2,6,4,2,0,0,0,0,2.0,1.0,33.33,0.0
C Namugenyi,2,2,3,2,0,1,0,0,0,1.0,2.0,66.67,0.0
Franz Bur,1,2,7,5,2,0,0,0,0,0.0,2.0,28.57,0.0
G Batagoda,2,2,5,3,2,0,0,0,0,2.0,1.0,40.0,0.0
S Pitabeddara,2,2,4,3,0,1,0,0,0,2.0,1.0,50.0,0.0
K Fubler,1,2,2,1,0,1,0,0,0,0.0,2.0,100.0,0.0
S di Bartolomeo,1,2,2,1,0,1,0,0,0,0.0,2.0,100.0,0.0
Kiyo Fujikawa,1,2,16,16,2,0,0,0,0,0.0,2.0,12.5,0.0
Komalpreet Grewal,1,2,10,8,2,0,0,0,0,1.0,2.0,20.0,0.0
Emran Shahbakhsh,1,2,2,1,0,1,0,0,0,0.0,2.0,100.0,0.0
SA Pradhan,1,2,6,4,2,0,0,0,0,0.0,2.0,33.33,0.0
Shahrukh Quddus,3,2,5,4,2,0,0,0,0,0.0,2.0,40.0,0.0
A Orfila,2,2,9,9,0,1,0,0,0,2.0,1.0,22.22,0.0
Yang Shen,2,2,3,2,2,0,0,0,0,1.0,2.0,66.67,0.0
A Motorwala,3,2,8,9,0,1,0,0,0,3.0,0.67,25.0,0.0
L Kumari,1,2,9,8,2,0,0,0,0,1.0,2.0,22.22,0.0
RP Mitchell,2,2,5,3,2,0,0,0,0,0.0,2.0,40.0,0.0
Aarnav Patel,2,2,7,5,2,0,0,0,0,0.0,2.0,28.57,0.0
M Gherasim,2,2,6,5,2,0,0,0,0,1.0,2.0,33.33,0.0
B Maes Loch,1,2,4,3,2,0,0,0,0,1.0,2.0,50.0,0.0
Rahman Ademi,3,2,12,10,2,0,0,0,0,3.0,0.67,16.67,0.0
IC Simao,6,2,11,10,2,0,0,0,0,3.0,0.67,18.18,0.0
I Bardis,2,2,6,4,2,0,0,0,0,1.0,2.0,33.33,0.0
MVT Fernando,1,2,2,1,0,1,0,0,0,1.0,2.0,100.0,0.0
KO Elliott,1,2,13,11,2,0,0,0,0,1.0,2.0,15.38,0.0
KMC Bandara,1,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
L Nou,1,2,3,2,2,0,0,0,0,0.0,2.0,66.67,0.0
RJ Kirtley,1,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
J Long,1,2,6,5,2,0,0,0,0,0.0,2.0,33.33,0.0
RJ Gleeson,2,2,4,3,0,1,0,0,0,2.0,1.0,50.0,0.0
RJ Harris,1,2,1,0,0,1,0,0,0,0.0,2.0,200.0,0.0
J Khadka,3,2,4,3,2,0,0,0,0,1.0,2.0,50.0,0.0
Aridah Umer Farooq,2,2,19,17,2,0,0,0,0,2.0,1.0,10.53,0.0
R Chaudhary,4,2,10,8,2,0,0,0,0,2.0,1.0,20.0,0.0
Joanna Child,1,2,8,8,2,0,0,0,0,1.0,2.0,25.0,0.0
Junaed Mullah,1,2,12,10,2,0,0,0,0,1.0,2.0,16.67,0.0
SD Diwan Ali,2,2,17,18,2,0,0,0,0,2.0,1.0,11.76,0.0
I Muntean,4,2,14,12,2,0,0,0,0,4.0,0.5,14.29,0.0
I Mutoni,1,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
Mihir Patel,1,2,2,1,0,1,0,0,0,1.0,2.0,100.0,0.0
Humna Bilal,2,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
Ronald Ebanks,3,2,6,5,0,1,0,0,0,3.0,0.67,33.33,0.0
C Jennings,2,2,6,5,2,0,0,0,0,2.0,1.0,33.33,0.0
Sufyan Yousaf,1,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
S Lote,2,2,8,6,2,0,0,0,0,2.0,1.0,25.0,0.0
Anskumar Ahir,1,2,6,4,2,0,0,0,0,0.0,2.0,33.33,0.0
RDS Morein,4,2,11,10,0,1,0,0,0,1.0,2.0,18.18,0.0
Anmoldeep Singh,1,2,7,5,2,0,0,0,0,1.0,2.0,28.57,0.0
Archara Supriya,3,2,9,9,2,0,0,0,0,1.0,2.0,22.22,0.0
Yin Chenhao,2,2,13,13,0,1,0,0,0,2.0,1.0,15.38,0.0
A Lazic,2,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
A Letuba,2,2,8,7,0,1,0,0,0,2.0,1.0,25.0,0.0
A Lupascu,1,2,9,7,2,0,0,0,0,1.0,2.0,22.22,0.0
MM Letsoalo,2,2,8,8,2,0,0,0,0,0.0,2.0,25.0,0.0
AS Alvarez,3,2,26,30,2,0,0,0,0,3.0,0.67,7.69,0.0
M Chabula,4,2,70,77,2,0,0,0,0,2.0,1.0,2.86,0.0
T Sangha,1,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
PM Liyanagamage,2,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
AR Menon,1,2,5,3,2,0,0,0,0,1.0,2.0,40.0,0.0
H Elder,2,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
Sumit Singh,1,2,7,7,0,1,0,0,0,1.0,2.0,28.57,0.0
Syed Jawad Haider,1,2,5,3,2,0,0,0,0,1.0,2.0,40.0,0.0
GJ Snyman,1,2,6,4,2,0,0,0,0,1.0,2.0,33.33,0.0
GHS Garton,1,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
AR Poulter,1,2,6,6,2,0,0,0,0,0.0,2.0,33.33,0.0
AR Shetty,1,2,7,7,2,0,0,0,0,1.0,2.0,28.57,0.0
AP Venkata,1,2,9,10,2,0,0,0,0,1.0,2.0,22.22,0.0
S Basharat,2,2,7,7,2,0,0,0,0,1.0,2.0,28.57,0.0
Harry Johnson,2,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
JP Bray,2,2,17,15,2,0,0,0,0,2.0,1.0,11.76,0.0
Ahmad Khalid Ahmadzai,3,2,11,9,2,0,0,0,0,3.0,0.67,18.18,0.0
D Mogan,1,2,8,6,2,0,0,0,0,1.0,2.0,25.0,0.0
EF Faalupega,2,2,6,4,2,0,0,0,0,2.0,1.0,33.33,0.0
SFS Cheema,4,2,8,7,2,0,0,0,0,4.0,0.5,25.0,0.0
Sareer Shah,4,2,6,4,2,0,0,0,0,2.0,1.0,33.33,0.0
SJ Hate,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
SJ Patel,4,2,11,11,2,0,0,0,0,3.0,0.67,18.18,0.0
Ahmad Raza,2,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
Abu Zar,1,2,3,3,0,1,0,0,0,1.0,2.0,66.67,0.0
Jandu Hamoud,1,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
Mohomed Saddam,2,2,11,9,2,0,0,0,0,2.0,1.0,18.18,0.0
Sanjida Akter Meghla,3,2,9,7,2,0,0,0,0,1.0,2.0,22.22,0.0
Yousif Wali,1,2,2,1,0,1,0,0,0,1.0,2.0,100.0,0.0
Z Makadji,4,2,11,9,2,0,0,0,0,3.0,0.67,18.18,0.0
Z Mali,1,2,3,2,0,1,0,0,0,0.0,2.0,66.67,0.0
L Samani,3,2,13,14,2,0,0,0,0,3.0,0.67,15.38,0.0
Muzammil Shahzad,3,2,16,14,2,0,0,0,0,3.0,0.67,12.5,0.0
J Pullen,2,2,15,14,2,0,0,0,0,2.0,1.0,13.33,0.0
Tasaduq Hussain,2,2,6,4,2,0,0,0,0,2.0,1.0,33.33,0.0
KE Ebrahim,4,2,11,9,2,0,0,0,0,4.0,0.5,18.18,0.0
M Labuschagne,1,2,4,3,2,0,0,0,0,1.0,2.0,50.0,0.0
AJ Parmar,5,2,8,6,2,0,0,0,0,1.0,2.0,25.0,0.0
Mobashar Ashraf,1,2,4,3,2,0,0,0,0,1.0,2.0,50.0,0.0
Hafiz Qaleem,1,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
T Lhaden,2,2,5,3,2,0,0,0,0,2.0,1.0,40.0,0.0
K Nima,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
PK Dimitri,4,2,10,9,2,0,0,0,0,2.0,1.0,20.0,0.0
PKD Chase,2,2,9,7,2,0,0,0,0,0.0,2.0,22.22,0.0
APC Kilowan,1,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
M Kagoya,1,2,1,0,0,1,0,0,0,0.0,2.0,200.0,0.0
HA Daluwatta,1,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
HB Shipley,2,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
H Pile,1,2,6,5,0,1,0,0,0,1.0,2.0,33.33,0.0
H Little,1,2,4,3,0,1,0,0,0,1.0,2.0,50.0,0.0
Bilal Aftab,2,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
BW Hilfenhaus,3,2,10,9,0,1,0,0,0,2.0,1.0,20.0,0.0
R Tanna,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
R Vinay Kumar,1,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
R Vishwanath,1,2,3,1,2,0,0,0,0,0.0,2.0,66.67,0.0
Mario Ovalle,1,2,8,6,2,0,0,0,0,1.0,2.0,25.0,0.0
R Dhami,1,2,4,3,2,0,0,0,0,0.0,2.0,50.0,0.0
M Trejbalova,3,2,36,46,2,0,0,0,0,1.0,2.0,5.56,0.0
M Bosman,1,2,7,6,2,0,0,0,0,1.0,2.0,28.57,0.0
E Millington,1,2,6,4,2,0,0,0,0,1.0,2.0,33.33,0.0
E Mmese,1,2,10,12,0,1,0,0,0,1.0,2.0,20.0,0.0
Saif Ullah Malik,1,2,3,2,0,1,0,0,0,1.0,2.0,66.67,0.0
L Stubbs,3,2,24,22,2,0,0,0,0,3.0,0.67,8.33,0.0
A Kansonkho,2,2,5,4,0,1,0,0,0,2.0,1.0,40.0,0.0
Lovedeep Singh,1,2,2,0,2,0,0,0,0,0.0,2.0,100.0,0.0
Tripti Gore,2,2,12,14,2,0,0,0,0,2.0,1.0,16.67,0.0
W Kokaua,1,2,4,3,2,0,0,0,0,0.0,2.0,50.0,0.0
BP Adapaka,4,2,4,2,2,0,0,0,0,1.0,2.0,50.0,0.0
BS Sandhu,1,2,5,3,2,0,0,0,0,1.0,2.0,40.0,0.0
BG Illing,2,2,4,2,2,0,0,0,0,0.0,2.0,50.0,0.0
S Budhathoki,1,2,2,1,0,1,0,0,0,1.0,2.0,100.0,0.0
H Wenehoua,2,2,7,7,0,1,0,0,0,2.0,1.0,28.57,0.0
K Takahashi,1,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
A Dowling,1,2,3,2,2,0,0,0,0,1.0,2.0,66.67,0.0
A Dineshi,3,2,15,17,0,1,0,0,0,3.0,0.67,13.33,0.0
A Bhagwat,3,2,9,7,2,0,0,0,0,3.0,0.67,22.22,0.0
A Bhattarai,1,2,3,1,2,0,0,0,0,1.0,2.0,66.67,0.0
Zhang Xiangxue,1,2,2,1,0,1,0,0,0,0.0,2.0,100.0,0.0
Zahid Hussain,1,1,1,0,1,0,0,0,0,0.0,1.0,100.0,0.0
Nazatul Hidayah Husna,1,1,1,0,1,0,0,0,0,0.0,1.0,100.0,0.0
Naved-ul-Hasan,1,1,9,8,1,0,0,0,0,1.0,1.0,11.11,0.0
SN Swamy,1,1,1,0,1,0,0,0,0,0.0,1.0,100.0,0.0
DJ Mokoatsela,1,1,4,4,1,0,0,0,0,1.0,1.0,25.0,0.0
Saba Ali Syeda,2,1,6,5,1,0,0,0,0,0.0,1.0,16.67,0.0
DBL Powell,1,1,1,0,1,0,0,0,0,0.0,1.0,100.0,0.0
SYS Assegon,2,1,18,20,1,0,0,0,0,2.0,0.5,5.56,0.0
M Brasier,2,1,4,3,1,0,0,0,0,1.0,1.0,25.0,0.0
E Mulenga,3,1,9,8,1,0,0,0,0,3.0,0.33,11.11,0.0
SL Clephane,1,1,6,5,1,0,0,0,0,1.0,1.0,16.67,0.0
SM Ariyasinghage,3,1,6,8,1,0,0,0,0,3.0,0.33,16.67,0.0
Nelson Jesus Navarrete Aburto,1,1,8,7,1,0,0,0,0,1.0,1.0,12.5,0.0
L Ruane,1,1,5,4,1,0,0,0,0,1.0,1.0,20.0,0.0
M Ibrahim,3,1,16,16,1,0,0,0,0,3.0,0.33,6.25,0.0
M Imimole,1,1,1,0,1,0,0,0,0,0.0,1.0,100.0,0.0
M Jayphert,1,1,2,1,1,0,0,0,0,0.0,1.0,50.0,0.0
A Kanwal,1,1,9,9,1,0,0,0,0,0.0,1.0,11.11,0.0
JF Smagacz,1,1,1,0,1,0,0,0,0,0.0,1.0,100.0,0.0
M Patwardhan,1,1,4,3,1,0,0,0,0,1.0,1.0,25.0,0.0
